sentence_id	tokens	pos	c_vs_ne	predictions
2656309.30	"['Afterwards', ',', 'it', 'was', 'mixed', 'by', 'Mick', 'Guzauski', 'in', 'his', 'New', 'York', 'studio', ',', 'and', 'mastered', 'by', 'Fairbarn', 'and', 'Kiss', ""'"", 'longtime', 'partner', 'George', 'Marino', 'at', 'Sterling', 'Sound', ',', 'New', 'York', '.']"	['ADV', 'PUNCT', 'PRON', 'AUX', 'VERB', 'ADP', 'PROPN', 'PROPN', 'ADP', 'PRON', 'ADJ', 'PROPN', 'NOUN', 'PUNCT', 'CCONJ', 'VERB', 'ADP', 'PROPN', 'CCONJ', 'PROPN', 'PART', 'ADJ', 'NOUN', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'NE', 'NE', 'O', 'O', 'NE', 'NE', 'C', 'O', 'O', 'O', 'O', 'NE', 'O', 'NE', 'O', 'O', 'NE', 'NE', 'NE', 'O', 'NE', 'NE', 'O', 'NE', 'NE', 'O']	['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'B-ORG', 'I-ORG', 'O', 'B-LOC', 'I-LOC', 'O']
1333414.3	['It', 'is', 'governed', 'by', 'a', 'municipal', 'council', 'of', '15', 'members', 'and', 'most', 'of', 'its', 'working', 'inhabitants', 'are', 'employed', 'in', 'agriculture', 'or', 'public', 'services', '.']	['PRON', 'AUX', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'NUM', 'NOUN', 'CCONJ', 'ADJ', 'ADP', 'PRON', 'VERB', 'NOUN', 'AUX', 'VERB', 'ADP', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'NE', 'NE', 'O', 'C', 'C', 'O', 'O', 'O', 'O', 'O', 'C', 'O', 'O', 'O', 'C', 'O', 'C', 'C', 'O']	['O', 'O', 'O', 'O', 'O', 'O', 'B-GROUP', 'O', 'B-MEASURE', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'B-ORG', 'O', 'B-EVENT', 'I-EVENT', 'O']
9395068.118	['The', 'film', 'score', 'has', 'been', 'released', 'on', 'June', '24', ',', '2008', 'in', 'North', 'America', 'by', 'Lakeshore', 'Records', '.']	['DET', 'NOUN', 'NOUN', 'AUX', 'AUX', 'VERB', 'ADP', 'PROPN', 'NUM', 'PUNCT', 'NUM', 'ADP', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'PUNCT']	['O', 'C', 'C', 'O', 'O', 'O', 'O', 'C', 'C', 'C', 'C', 'O', 'NE', 'NE', 'O', 'NE', 'NE', 'O']	['O', 'B-MEDIA', 'I-MEDIA', 'O', 'O', 'O', 'O', 'B-DATETIME', 'I-DATETIME', 'I-DATETIME', 'I-DATETIME', 'O', 'B-LOC', 'I-LOC', 'O', 'B-ORG', 'I-ORG', 'O']
43675.367	"['Several', 'of', 'the', 'roles', 'he', 'played', 'were', 'minor', 'characters', ',', 'including', 'a', 'crazed', 'butler', 'in', 'Feydeau', ""'s"", 'A', 'Flea', 'in', 'Her', 'Ear', 'and', 'a', 'pompous', 'solicitor', 'in', 'Maugham', ""'s"", 'Home', 'and', 'Beauty', ';', 'the', 'vulgar', 'soldier', 'Captain', 'Brazen', 'in', 'Farquhar', ""'s"", '1706', 'comedy', 'The', 'Recruiting', 'Officer', 'was', 'a', 'larger', 'role', 'but', 'not', 'the', 'leading', 'one', '.']"	['ADJ', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'AUX', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'DET', 'VERB', 'NOUN', 'ADP', 'PROPN', 'PART', 'DET', 'PROPN', 'ADP', 'PRON', 'PROPN', 'CCONJ', 'DET', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PART', 'PROPN', 'CCONJ', 'PROPN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PART', 'NUM', 'NOUN', 'DET', 'PROPN', 'PROPN', 'AUX', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'PART', 'DET', 'VERB', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'C', 'O', 'O', 'O', 'O', 'C', 'O', 'O', 'O', 'O', 'C', 'O', 'NE', 'O', 'NE', 'NE', 'NE', 'NE', 'NE', 'O', 'O', 'O', 'C', 'O', 'NE', 'NE', 'NE', 'NE', 'NE', 'O', 'O', 'O', 'NE', 'NE', 'NE', 'O', 'NE', 'O', 'C', 'NE', 'NE', 'NE', 'NE', 'O', 'O', 'O', 'C', 'O', 'O', 'O', 'O', 'C', 'O']	['O', 'O', 'O', 'B-EVENT', 'O', 'O', 'O', 'O', 'B-SUPER', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'B-PER', 'O', 'B-MEDIA', 'I-MEDIA', 'I-MEDIA', 'I-MEDIA', 'I-MEDIA', 'O', 'O', 'O', 'B-PER', 'O', 'B-PER', 'O', 'B-MEDIA', 'I-MEDIA', 'I-MEDIA', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'B-PER', 'O', 'B-DATETIME', 'B-MEDIA', 'I-MEDIA', 'I-MEDIA', 'I-MEDIA', 'O', 'O', 'O', 'B-EVENT', 'O', 'O', 'O', 'O', 'B-MEASURE', 'O']
73246.9	"['A', 'burst', 'through', 'the', 'Ardennes', 'and', 'advanced', 'rapidly', 'westward', 'toward', 'Sedan', ',', 'turning', 'northward', 'to', 'the', 'English', 'Channel', ',', 'using', 'Generalfeldmarschall', 'Erich', 'von', 'Manstein', ""'s"", 'plan', 'Sichelschnitt', '(', 'under', 'the', 'German', 'strategy', 'Fall', 'Gelb', ')', ',', 'effectively', 'flanking', 'the', 'Allied', 'forces', '.']"	['DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'CCONJ', 'VERB', 'ADV', 'ADV', 'ADP', 'PROPN', 'PUNCT', 'VERB', 'ADV', 'ADP', 'DET', 'ADJ', 'PROPN', 'PUNCT', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PART', 'NOUN', 'PROPN', 'PUNCT', 'ADP', 'DET', 'ADJ', 'NOUN', 'PROPN', 'PROPN', 'PUNCT', 'PUNCT', 'ADV', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT']	['O', 'C', 'O', 'O', 'NE', 'O', 'O', 'O', 'O', 'O', 'NE', 'O', 'O', 'O', 'O', 'O', 'NE', 'NE', 'O', 'O', 'NE', 'NE', 'NE', 'NE', 'NE', 'C', 'NE', 'O', 'O', 'O', 'NE', 'NE', 'NE', 'NE', 'O', 'O', 'O', 'O', 'O', 'NE', 'NE', 'O']	['O', 'B-EVENT', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'B-PSYCH', 'B-ARTIFACT', 'O', 'O', 'O', 'B-GROUP', 'B-PSYCH', 'B-EVENT', 'B-ARTIFACT', 'O', 'O', 'O', 'O', 'O', 'B-GROUP', 'I-GROUP', 'O']
67538.418	['Under', 'this', 'program', ',', 'which', 'has', 'been', 'conducted', 'since', '1997', ',', 'an', 'engineer', 'squadron', 'works', 'with', 'one', 'community', 'for', 'several', 'months', 'each', 'year', 'to', 'upgrade', 'local', 'infrastructure', 'and', 'provide', 'training', '.']	['ADP', 'DET', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'AUX', 'VERB', 'ADP', 'NUM', 'PUNCT', 'DET', 'NOUN', 'NOUN', 'VERB', 'ADP', 'NUM', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'DET', 'NOUN', 'PART', 'VERB', 'ADJ', 'NOUN', 'CCONJ', 'VERB', 'NOUN', 'PUNCT']	['O', 'O', 'C', 'O', 'O', 'O', 'O', 'O', 'O', 'C', 'O', 'O', 'C', 'C', 'O', 'O', 'C', 'C', 'O', 'C', 'C', 'C', 'C', 'O', 'O', 'O', 'C', 'O', 'O', 'C', 'O']	['O', 'O', 'B-PSYCH', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATETIME', 'O', 'O', 'B-PER', 'B-GROUP', 'O', 'O', 'B-MEASURE', 'B-ORG', 'O', 'B-DATETIME', 'I-DATETIME', 'I-DATETIME', 'I-DATETIME', 'O', 'O', 'O', 'B-STRUCT', 'O', 'O', 'B-EVENT', 'O']
12240.229	['Similarly', ',', 'gold', 'is', 'associated', 'with', 'perfect', 'or', 'divine', 'principles', ',', 'such', 'as', 'in', 'the', 'case', 'of', 'the', 'golden', 'ratio', 'and', 'the', 'golden', 'rule', '.']	['ADV', 'PUNCT', 'NOUN', 'AUX', 'VERB', 'ADP', 'ADJ', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT', 'ADJ', 'ADP', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'DET', 'ADJ', 'NOUN', 'PUNCT']	['O', 'O', 'C', 'O', 'O', 'O', 'O', 'O', 'O', 'C', 'O', 'O', 'O', 'O', 'O', 'C', 'O', 'O', 'C', 'C', 'O', 'O', 'C', 'C', 'O']	['O', 'O', 'B-SUBSTANCE', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PSYCH', 'O', 'O', 'O', 'O', 'O', 'B-PROPERTY', 'O', 'O', 'B-MEASURE', 'I-MEASURE', 'O', 'O', 'B-MEDIA', 'B-PSYCH', 'O']
477903.111	['In', 'unilocular', 'species', ',', 'the', 'A', 'form', 'and', 'B', 'form', 'are', 'still', 'present', '.']	['ADP', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'AUX', 'ADV', 'ADJ', 'PUNCT']	['O', 'C', 'C', 'O', 'O', 'C', 'C', 'O', 'C', 'C', 'O', 'O', 'O', 'O']	['O', 'O', 'B-GROUP', 'O', 'O', 'B-MEDIA', 'B-PSYCH', 'O', 'B-MEDIA', 'B-PSYCH', 'O', 'O', 'O', 'O']
488525.39	['On', '19', 'April', '1910', ',', 'Collingwood', 'was', 'commissioned', 'and', 'assigned', 'to', 'the', '1st', 'Division', 'of', 'the', 'Home', 'Fleet', 'under', 'the', 'command', 'of', 'Captain', 'William', 'Pakenham', '.']	['ADP', 'NUM', 'PROPN', 'NUM', 'PUNCT', 'PROPN', 'AUX', 'VERB', 'CCONJ', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']	['O', 'C', 'C', 'C', 'O', 'NE', 'O', 'O', 'O', 'O', 'O', 'O', 'NE', 'NE', 'O', 'O', 'NE', 'NE', 'O', 'O', 'C', 'O', 'O', 'NE', 'NE', 'O']	['O', 'B-DATETIME', 'I-DATETIME', 'I-DATETIME', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-PROPERTY', 'O', 'O', 'B-PER', 'I-PER', 'O']
13682.147	['Hoover', 'had', 'been', 'little', 'known', 'among', 'the', 'American', 'public', 'before', '1914', ',', 'but', 'his', 'service', 'in', 'the', 'Wilson', 'administration', 'established', 'him', 'as', 'a', 'contender', 'in', 'the', '1920', 'presidential', 'election', '.']	['PROPN', 'AUX', 'AUX', 'ADJ', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'NUM', 'PUNCT', 'CCONJ', 'PRON', 'NOUN', 'ADP', 'DET', 'PROPN', 'NOUN', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NUM', 'ADJ', 'NOUN', 'PUNCT']	['NE', 'O', 'O', 'O', 'O', 'O', 'O', 'NE', 'NE', 'O', 'C', 'O', 'O', 'O', 'C', 'O', 'O', 'NE', 'NE', 'O', 'O', 'O', 'O', 'C', 'O', 'O', 'NE', 'NE', 'NE', 'O']	['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GROUP', 'I-GROUP', 'O', 'B-DATETIME', 'O', 'O', 'O', 'B-EVENT', 'O', 'O', 'B-PER', 'B-GROUP', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O']
412059.35	['After', 'graduation', ',', 'Brundage', 'began', 'work', 'as', 'a', 'construction', 'superintendent', 'for', 'the', 'leading', 'architectural', 'firm', 'of', 'Holabird', '&', 'Roche', '.']	['ADP', 'NOUN', 'PUNCT', 'PROPN', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'DET', 'VERB', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'CCONJ', 'PROPN', 'PUNCT']	['O', 'C', 'O', 'NE', 'O', 'C', 'O', 'O', 'C', 'C', 'O', 'O', 'O', 'C', 'C', 'O', 'NE', 'NE', 'NE', 'O']	['O', 'B-EVENT', 'O', 'B-PER', 'O', 'B-EVENT', 'O', 'O', 'B-EVENT', 'B-PER', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']
16603.216	['Also', 'in', '2013', ',', 'Reeves', 'played', 'Kai', 'in', 'the', '3D', 'fantasy', '47', 'Ronin', ',', 'a', 'Japanese', 'fable', 'about', 'a', 'group', 'of', 'rogue', 'samurai', '.']	['ADV', 'ADP', 'NUM', 'PUNCT', 'PROPN', 'VERB', 'PROPN', 'ADP', 'DET', 'PROPN', 'NOUN', 'NUM', 'PROPN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT']	['O', 'O', 'C', 'O', 'NE', 'O', 'NE', 'O', 'O', 'O', 'C', 'NE', 'NE', 'O', 'O', 'NE', 'C', 'O', 'O', 'C', 'O', 'O', 'NE', 'O']	['O', 'O', 'B-DATETIME', 'O', 'B-PER', 'O', 'B-PER', 'O', 'O', 'O', 'B-MEDIA', 'I-MEDIA', 'I-MEDIA', 'O', 'O', 'B-GROUP', 'B-MEDIA', 'O', 'O', 'B-GROUP', 'O', 'O', 'B-PER', 'O']
19665.29	"['The', 'Bloch', 'family', 'lived', 'at', '72', ',', 'Rue', ""d'Alésia"", ',', 'in', 'the', '14th', 'arrondissement', 'of', 'Paris', '.']"	['DET', 'PROPN', 'NOUN', 'VERB', 'ADP', 'NUM', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PUNCT']	['O', 'NE', 'C', 'O', 'O', 'NE', 'O', 'NE', 'NE', 'O', 'O', 'O', 'NE', 'NE', 'O', 'NE', 'O']	['O', 'B-PER', 'B-GROUP', 'O', 'O', 'B-STRUCT', 'O', 'B-STRUCT', 'I-STRUCT', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'O']
84137.5	"['The', 'Anglo', '-', 'Saxon', 'Chronicle', 'does', 'not', 'list', 'Æthelbald', 'as', 'a', 'bretwalda', ',', 'or', '""""""""', 'Ruler', 'of', 'Britain', '""""""""', ',', 'though', 'this', 'may', 'be', 'due', 'to', 'the', 'West', 'Saxon', 'origin', 'of', 'the', 'Chronicle', '.']"	['DET', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'AUX', 'PART', 'VERB', 'PROPN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'PUNCT', 'PROPN', 'ADP', 'PROPN', 'PUNCT', 'PUNCT', 'SCONJ', 'PRON', 'AUX', 'AUX', 'ADP', 'ADP', 'DET', 'PROPN', 'ADJ', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT']	['O', 'NE', 'NE', 'NE', 'NE', 'O', 'O', 'O', 'NE', 'O', 'O', 'O', 'O', 'O', 'O', 'NE', 'NE', 'NE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NE', 'NE', 'C', 'O', 'O', 'NE', 'O']	['O', 'B-MEDIA', 'I-MEDIA', 'I-MEDIA', 'I-MEDIA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GROUP', 'I-GROUP', 'B-EVENT', 'O', 'O', 'B-MEDIA', 'O']
7895784.13	"['His', 'name', ',', 'which', 'is', 'a', 'diminutive', 'form', 'of', 'the', 'Old', 'English', 'word', 'for', 'wolf', ',', 'is', 'the', 'eponym', 'for', 'his', 'dynasty', ',', 'the', 'Wuffingas', ',', '(', 'which', 'taken', 'literally', ',', 'means', ""'"", 'the', 'kin', 'of', 'Wuffa', ""'"", ')', '.']"	['PRON', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'AUX', 'DET', 'NOUN', 'ADP', 'PRON', 'NOUN', 'PUNCT', 'DET', 'PROPN', 'PUNCT', 'PUNCT', 'PRON', 'VERB', 'ADV', 'PUNCT', 'VERB', 'PUNCT', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'PUNCT', 'PUNCT']	['O', 'C', 'O', 'O', 'O', 'O', 'C', 'C', 'O', 'O', 'NE', 'NE', 'C', 'O', 'C', 'O', 'O', 'O', 'C', 'O', 'O', 'C', 'O', 'O', 'NE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'C', 'O', 'NE', 'O', 'O', 'O']	['O', 'B-LANGUAGE', 'O', 'O', 'O', 'O', 'B-LANGUAGE', 'I-LANGUAGE', 'O', 'O', 'B-MEDIA', 'I-MEDIA', 'B-LANGUAGE', 'O', 'B-ANIMAL', 'O', 'O', 'O', 'B-LANGUAGE', 'O', 'O', 'B-GROUP', 'O', 'O', 'B-GROUP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GROUP', 'O', 'B-PER', 'O', 'O', 'O']
68076023.15	['Guallatiri', 'is', 'part', 'of', 'the', 'larger', 'Western', 'Cordillera', 'which', 'is', 'the', 'western', 'boundary', 'of', 'the', 'Altiplano', 'high', 'plateau', '.']	['PROPN', 'AUX', 'NOUN', 'ADP', 'DET', 'ADJ', 'ADJ', 'PROPN', 'PRON', 'AUX', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'PROPN', 'ADJ', 'NOUN', 'PUNCT']	['NE', 'O', 'C', 'O', 'O', 'O', 'NE', 'NE', 'O', 'O', 'O', 'O', 'C', 'O', 'O', 'NE', 'NE', 'NE', 'O']	['B-LOC', 'O', 'B-PART', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O']
1165107.7	['Ladislaus', 'died', 'unexpectedly', 'in', 'Vienna', '.']	['PROPN', 'VERB', 'ADV', 'ADP', 'PROPN', 'PUNCT']	['NE', 'O', 'O', 'O', 'NE', 'O']	['B-PER', 'O', 'O', 'O', 'B-LOC', 'O']
208827.325	['The', 'publisher', 'subsequently', 'overruled', 'Kaye', 'and', 'announced', 'that', 'Weird', 'Tales', 'no', 'longer', 'had', 'plans', 'to', 'run', 'the', 'excerpt', '.']	['DET', 'NOUN', 'ADV', 'VERB', 'PROPN', 'CCONJ', 'VERB', 'SCONJ', 'ADJ', 'PROPN', 'ADV', 'ADV', 'VERB', 'NOUN', 'PART', 'VERB', 'DET', 'NOUN', 'PUNCT']	['O', 'C', 'O', 'O', 'NE', 'O', 'O', 'O', 'NE', 'NE', 'O', 'O', 'O', 'C', 'O', 'O', 'O', 'C', 'O']	['O', 'B-ORG', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'B-MEDIA', 'I-MEDIA', 'O', 'O', 'O', 'B-PSYCH', 'O', 'O', 'O', 'B-MEDIA', 'O']
620664.23	['In', '1978', ',', 'the', 'Court', 'of', 'Cassation', 'confirmed', 'that', 'the', 'occupation', 'was', 'illegal', 'but', 'the', 'order', 'of', 'eviction', 'was', 'never', 'implemented', '.']	['ADP', 'NUM', 'PUNCT', 'DET', 'PROPN', 'ADP', 'PROPN', 'VERB', 'SCONJ', 'DET', 'NOUN', 'AUX', 'ADJ', 'CCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'AUX', 'ADV', 'VERB', 'PUNCT']	['O', 'C', 'O', 'O', 'NE', 'NE', 'NE', 'O', 'O', 'O', 'C', 'O', 'O', 'O', 'O', 'C', 'O', 'C', 'O', 'O', 'O', 'O']	['O', 'B-DATETIME', 'O', 'O', 'B-GROUP', 'I-GROUP', 'I-GROUP', 'O', 'O', 'O', 'B-EVENT', 'O', 'O', 'O', 'O', 'B-MEDIA', 'O', 'B-EVENT', 'O', 'O', 'O', 'O']
31673601.13	['During', 'this', 'period', ',', 'a', 'new', 'sect', 'known', 'as', 'Catharism', 'sprang', 'up', 'in', 'Languedoc', '.']	['ADP', 'DET', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'VERB', 'ADP', 'PROPN', 'VERB', 'ADP', 'ADP', 'PROPN', 'PUNCT']	['O', 'O', 'C', 'O', 'O', 'O', 'C', 'O', 'O', 'NE', 'O', 'O', 'O', 'NE', 'O']	['O', 'O', 'B-MEASURE', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-CULTURE', 'O', 'O', 'O', 'B-LOC', 'O']
35589999.74	"['The', 'Boston', 'Globe', ""'s"", 'Ty', 'Burr', ',', 'who', 'awarded', 'the', 'film', '3.5', 'out', 'of', '4', 'stars', ',', 'opined', 'that', 'its', 'success', 'was', 'largely', 'attributable', 'to', 'Aprile', ""'s"", 'performance', '.']"	['DET', 'PROPN', 'PROPN', 'PART', 'PROPN', 'PROPN', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'NUM', 'ADP', 'ADP', 'NUM', 'NOUN', 'PUNCT', 'VERB', 'SCONJ', 'PRON', 'NOUN', 'AUX', 'ADV', 'ADJ', 'ADP', 'PROPN', 'PART', 'NOUN', 'PUNCT']	['NE', 'NE', 'NE', 'O', 'NE', 'NE', 'O', 'O', 'O', 'O', 'C', 'C', 'O', 'O', 'C', 'C', 'O', 'O', 'O', 'O', 'C', 'O', 'O', 'O', 'O', 'NE', 'O', 'C', 'O']	['B-MEDIA', 'I-MEDIA', 'I-MEDIA', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-MEDIA', 'B-MEASURE', 'O', 'O', 'B-MEASURE', 'B-PROPERTY', 'O', 'O', 'O', 'O', 'B-EVENT', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'B-EVENT', 'O']
1160500.66	['In', 'the', 'early', '13th', 'century', ',', 'Didsbury', 'lay', 'within', 'the', 'manor', 'of', 'Withington', ',', 'a', 'feudal', 'estate', 'that', 'also', 'included', 'the', 'townships', 'of', 'Withington', ',', 'Chorlton', '-', 'cum', '-', 'Hardy', ',', 'Moss', 'Side', ',', 'Rusholme', ',', 'Burnage', ',', 'Denton', 'and', 'Haughton', ',', 'ruled', 'by', 'the', 'Hathersage', ',', 'Longford', 'and', 'Tatton', 'families', ',', 'and', 'within', 'the', 'historic', 'county', 'boundaries', 'of', 'Lancashire', '.']	['ADP', 'DET', 'ADJ', 'ADJ', 'NOUN', 'PUNCT', 'PROPN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PRON', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'CCONJ', 'PROPN', 'PUNCT', 'VERB', 'ADP', 'DET', 'PROPN', 'PUNCT', 'PROPN', 'CCONJ', 'PROPN', 'NOUN', 'PUNCT', 'CCONJ', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'PUNCT']	['O', 'C', 'C', 'C', 'C', 'O', 'NE', 'O', 'O', 'O', 'C', 'O', 'NE', 'O', 'O', 'O', 'C', 'O', 'O', 'O', 'O', 'C', 'O', 'NE', 'O', 'NE', 'NE', 'NE', 'NE', 'NE', 'O', 'NE', 'NE', 'O', 'NE', 'O', 'NE', 'O', 'NE', 'O', 'NE', 'O', 'O', 'O', 'O', 'NE', 'O', 'NE', 'O', 'NE', 'NE', 'O', 'O', 'O', 'O', 'O', 'C', 'C', 'O', 'NE', 'O']	['O', 'B-DATETIME', 'I-DATETIME', 'I-DATETIME', 'I-DATETIME', 'O', 'B-LOC', 'O', 'O', 'O', 'B-ASSET', 'O', 'B-LOC', 'O', 'O', 'O', 'B-ASSET', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-GROUP', 'I-GROUP', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'O']
17430053.24	['Such', 'devices', 'range', 'from', 'chainsaws', 'to', 'iron', 'maidens', '.']	['ADJ', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT']	['O', 'C', 'O', 'O', 'C', 'O', 'C', 'C', 'O']	['O', 'B-ARTIFACT', 'O', 'O', 'B-ARTIFACT', 'O', 'B-ARTIFACT', 'I-ARTIFACT', 'O']
